La Joconde est un portrait célèbre peint par Léonard de Vinci.	The Mona Lisa is a famous portrait painted by Leonardo da Vinci.
Les Glaneuses de Millet sont un tableau réaliste représentant des femmes ramassant des épis de blé dans les champs.	Millet's The Gleaners is a realistic painting depicting women gathering wheat in the fields.
La Jeune Martyre de Delaroche raconte l'histoire tragique d'une jeune femme morte pour sa foi.	Delaroche's The Young Martyr tells the tragic story of a young woman who died for her faith.
La Liberté guidant le peuple de Delacroix est une allégorie de la liberté et de la révolution.	Delacroix's Liberty Leading the People is an allegory of liberty and revolution.
Le Violon d'Ingres de Man Ray est une photographie célèbre mettant en valeur l'expression artistique.	Man Ray's Le Violon d'Ingres is a famous photograph showcasing artistic expression.
Les Coquelicots de Monet sont une série de peintures mettant en valeur les champs de coquelicots.	Monet's Poppies are a series of paintings showcasing fields of poppies.
La Ronde de nuit de Rembrandt est un tableau baroque représentant une milice civile néerlandaise.	Rembrandt's The Night Watch is a baroque painting depicting a Dutch civic militia.
Les Cinq Danseuses d'Edgar Degas montrent des ballerines en mouvement dans des poses gracieuses.	Degas's The Five Dancers depict ballet dancers in motion with graceful poses.
Le Christ rédempteur est une statue emblématique surplombant la ville de Rio de Janeiro.	Christ the Redeemer is an iconic statue overlooking the city of Rio de Janeiro.
La Naissance de Vénus de Cabanel est une représentation académique de la déesse Vénus sortant des eaux.	Cabanel's The Birth of Venus is an academic representation of the goddess Venus emerging from the waters.
Les Iris de Van Gogh sont des tableaux vibrants représentant des iris en fleur.	Van Gogh's Irises are vibrant paintings depicting blooming irises.
Le Radeau de la Méduse de Géricault est un tableau dramatique représentant le naufrage du navire La Méduse.	Géricault's The Raft of the Medusa is a dramatic painting depicting the shipwreck of the vessel La Méduse.
La Cène de Tintoret représente le dernier repas de Jésus avec ses disciples avant la crucifixion.	Tintoretto's The Last Supper depicts Jesus' final meal with his disciples before the crucifixion.
La Guerre et la Paix de Picasso sont des peintures murales monumentales représentant la dualité de la vie.	Picasso's War and Peace are monumental murals depicting the duality of life.
Les Champs de blé avec cyprès de Van Gogh sont une série de paysages vibrants représentant des champs de blé.	Van Gogh's Wheatfield with Cypresses is a series of vibrant landscapes depicting wheat fields.
Le Déjeuner sur l'herbe de Manet suscite la controverse avec son mélange de nus et de figures habillées.	Manet's Luncheon on the Grass sparks controversy with its combination of nudes and clothed figures.
Les Saltimbanques de Picasso sont une série de peintures représentant des artistes de cirque ambulants.	Picasso's The Saltimbanques is a series of paintings depicting itinerant circus performers.
Le Sommeil de Courbet est un tableau réaliste représentant deux femmes nues dans un sommeil profond.	Courbet's Sleep is a realistic painting depicting two nude women in deep sleep.
La Petite Danseuse de quatorze ans de Degas est une sculpture en bronze représentant une jeune danseuse.	Degas's The Little Fourteen-Year-Old Dancer is a bronze sculpture depicting a young dancer.
Le Parlement de Londres de Monet est une série de peintures capturant les variations de lumière sur le bâtiment.	Monet's Houses of Parliament is a series of paintings capturing the variations of light on the building.
Le Sacre de Napoléon de David est une peinture historique représentant le couronnement de Napoléon Bonaparte.	David's The Coronation of Napoleon is a historical painting depicting Napoleon Bonaparte's coronation.
Le Rêve de Rousseau est un tableau surréaliste représentant une scène onirique avec des figures symboliques.	Rousseau's The Dream is a surrealist painting depicting a dreamlike scene with symbolic figures.
L'étoile de Degas dépeint une danseuse avec une robe blanche.	Degas's The Star depicts a dancer with a white dress.
La Tour Eiffel de Delaunay est une représentation cubiste de l'emblématique monument parisien.	Delaunay's Eiffel Tower is a Cubist representation of the iconic Parisian monument.
Les Tournesols de Van Gogh sont une série de peintures vibrantes représentant des bouquets de tournesols.	Van Gogh's Sunflowers are a series of vibrant paintings depicting bouquets of sunflowers.
La Mona Lisa de Léonard de Vinci est un portrait énigmatique de Lisa Gherardini.	Leonardo da Vinci's Mona Lisa is an enigmatic portrait of Lisa Gherardini.
La Victoire de Samothrace est une sculpture célèbre représentant la déesse de la victoire.	The Winged Victory of Samothrace is a famous sculpture depicting the goddess of victory.
Les Noces de Cana de Véronèse sont une peinture monumentale représentant les noces bibliques de Cana.	Veronese's The Wedding Feast at Cana is a monumental painting depicting the biblical wedding at Cana.
Le Penseur de Rodin est une sculpture emblématique représentant un homme profondément pensif.	Rodin's The Thinker is an iconic sculpture representing a deeply thoughtful man.
Le Baiser de Klimt est une peinture symboliste représentant un couple enlacé dans une étreinte passionnée.	Klimt's The Kiss is a symbolist painting depicting a couple entwined in a passionate embrace.
Les Iris de Van Gogh sont une représentation vivante et colorée de fleurs d'iris.	Van Gogh's Irises are a vibrant and colorful representation of iris flowers.
Le Déjeuner des canotiers de Renoir capture une scène animée d'un déjeuner en plein air au bord de l'eau.	Renoir's Luncheon of the Boating Party captures a lively scene of an outdoor lunch by the water.
Le Cri de Munch est une œuvre expressionniste dépeignant un visage tourmenté criant dans l'angoisse.	Munch's The Scream is an expressionist artwork depicting a tormented face screaming in anguish.
Les Amoureux de Peynet sont une série de dessins romantiques représentant des couples amoureux.	Peynet's The Lovers is a series of romantic drawings depicting loving couples.
La Danse de Henri Matisse est une composition abstraite mettant en scène des danseurs en mouvement.	Henri Matisse's La Danse is an abstract composition depicting dancers in motion.
Les Joueurs de skat de Otto Dix sont une série de peintures représentant des soldats jouant aux cartes pendant la Première Guerre mondiale.	Otto Dix's The Skat Players is a series of paintings depicting soldiers playing cards during World War I.
Les Grandes Baigneuses de Cézanne sont une série de peintures représentant des femmes nues se baignant dans un paysage naturel.	Cézanne's The Large Bathers is a series of paintings depicting nude women bathing in a natural landscape.
La Danse de la vie d'Edvard Munch est une peinture symboliste représentant différentes étapes de la vie dans une danse tourbillonnante.	Edvard Munch's Dance of Life is a symbolist painting depicting different stages of life in a swirling dance.
La Jeune Fille à la perle de Vermeer est un portrait emblématique d'une jeune femme portant une perle sur une boucle d'oreille.	Vermeer's Girl with a Pearl Earring is an iconic portrait of a young woman wearing a pearl earring.
La Nuit étoilée sur le Rhône de Van Gogh est une représentation nocturne captivante du Rhône illuminé par les étoiles.	Van Gogh's Starry Night Over the Rhône is a captivating nocturnal depiction of the Rhône river illuminated by stars.
Le Déjeuner en fourrure de Méret Oppenheim est une sculpture surréaliste d'une tasse, d'une soucoupe et d'une cuillère recouvertes de fourrure.	Méret Oppenheim's Fur Breakfast is a surrealist sculpture of a cup, saucer, and spoon covered in fur.
La Grande Vague de Kanagawa de Hokusai est une estampe japonaise emblématique représentant une énorme vague déferlante.	Hokusai's The Great Wave off Kanagawa is an iconic Japanese print depicting a massive breaking wave.
Les Iris de Monet sont une série de peintures mettant en valeur les délicates fleurs d'iris dans un jardin luxuriant.	Monet's Irises are a series of paintings showcasing delicate iris flowers in a lush garden.
Les Demoiselles d'Avignon de Picasso est une peinture révolutionnaire représentant des femmes nues aux formes géométriques et anguleuses.	Picasso's Les Demoiselles d'Avignon is a groundbreaking painting depicting nude women with geometric and angular forms.
La Persistance de la mémoire de Dalí est une toile surréaliste représentant des montres molles dans un paysage onirique.	Dalí's The Persistence of Memory is a surrealist canvas depicting melting clocks in a dreamlike landscape.
La Pietà de Michel-Ange est une sculpture religieuse représentant la Vierge Marie tenant le corps du Christ après la crucifixion.	Michelangelo's Pietà is a religious sculpture depicting the Virgin Mary holding the body of Christ after the crucifixion.
La Chambre de Van Gogh à Arles est une série de peintures représentant l'intérieur de sa chambre à coucher dans différentes nuances de couleurs vives.	Van Gogh's Bedroom in Arles is a series of paintings depicting the interior of his bedroom in various vibrant color tones.
La Jeune Fille à la fleur de Marc Riboud est une photographie emblématique représentant une jeune femme tenant une fleur lors d'une manifestation pacifique.	Marc Riboud's The Ultimate Confrontation is an iconic photograph depicting a young woman holding a flower during a peaceful protest.
Le Bal du Moulin de la Galette de Renoir est une peinture impressionniste dépeignant une scène animée lors d'un bal en plein air.	Renoir's Dance at Le Moulin de la Galette is an impressionist painting depicting a lively scene at an outdoor dance.
Le Pochoir de Banksy représentant une petite fille libérant des ballons en forme de cœur est un symbole d'espoir et d'amour.	Banksy's stencil depicting a little girl releasing heart-shaped balloons is a symbol of hope and love.
Le street art de Invader se compose de mosaïques pixélisées représentant des personnages de jeux vidéo, créant une esthétique unique dans les rues.	Invader's street art consists of pixelated mosaics depicting video game characters, creating a unique aesthetic in the streets.
La sérigraphie de Andy Warhol représentant Marilyn Monroe est un exemple emblématique de l'art pop, capturant la célébrité et la culture de masse.	Andy Warhol's screen print depicting Marilyn Monroe is an iconic example of pop art, capturing celebrity and mass culture.
La sculpture de Claes Oldenburg représentant un hamburger géant incarne l'ironie et la critique de la société de consommation dans l'art pop.	Claes Oldenburg's sculpture of a giant hamburger embodies irony and critique of consumer culture in pop art.
La toile de Robert Indiana avec le mot LOVE en lettres capitales est devenue un symbole universel de l'amour et de l'optimisme.	Robert Indiana's canvas with the word LOVE in capital letters has become a universal symbol of love and optimism.
La sérigraphie de Mel Ramos représentant une pin-up avec des produits de marque critique les liens entre la sexualité, la publicité et la consommation.	Mel Ramos's screen print depicting a pin-up with branded products critiques the connections between sexuality, advertising, and consumption.
La peinture de Yayoi Kusama avec des motifs répétitifs de pois est un exemple distinctif de l'art pop, créant une sensation d'infini et d'obsession.	Yayoi Kusama's painting with repetitive polka dot patterns is a distinctive example of pop art, creating a sense of infinity and obsession.
Les peintures de Roy Lichtenstein avec des bulles de dialogue et des trames de points imitant la bande dessinée explorent les notions de narration et de communication visuelle.	Roy Lichtenstein's paintings with speech bubbles and dot patterns imitating comic books explore the notions of storytelling and visual communication.
La peinture surréaliste de René Magritte avec des éléments juxtaposés défie la logique et interroge la nature de la réalité et de la représentation.	René Magritte's surrealist painting with juxtaposed elements defies logic and questions the nature of reality and representation.
Le parc de sculptures Vigeland à Oslo est une exposition en plein air mettant en valeur les œuvres de Gustav Vigeland, célèbre pour ses sculptures expressives et évocatrices.	Vigeland Sculpture Park in Oslo is an outdoor exhibition featuring the works of Gustav Vigeland, renowned for his expressive and evocative sculptures.
